titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Nivel	Mantenimiento	Habitaciones (en total)	Superficie construida (m²)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Disponible desde	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Construido (Año)	Aire acondicionado	Condiciones de Precio	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
Casa Valle de Cumbres Premier	García	$ 5,470,000		True		True	No	True	True					True		True	5		True	228	3					True	06/01/23			3		True	True		True	249			True			
Nueva 3 niveles con jardín interior	Valle de Cumbres Premier, García	$ 6,691,750					No										4.5			180	3						01/04/23	2023		2						252						
Casa en Venta en Montenova Residencial	Montenova, García	$ 4,100,000					No										3.5			112	3									2						214						
ETNA PLUS. Valle de Cumbres Premier	Valle de Cumbres, García	$ 6,500,000											7.5				4.5			426.46	3									2						246.46						
Casa En Venta Monterrey Nuevo Leon Fracc ARBOREA Muy Cerca De Avenida Leones	Montenova, García	$ 2,820,000					No										3			160	3						14/11/22			2						190						
Valle de Cumbres Premier	Valle de Cumbres, García	$ 5,600,000											6.5				3.5			395	3									2						215						
TEIDE. Valle de Cumbres Premier	Valle de Cumbres, García	$ 5,700,000											6.5				3.5			397.43	3									2						217.43						
ARANDA PLUS. Valle de Cumbres Premier	Valle de Cumbres, García	$ 6,700,000											7.5				4.5			431.83	3									2						251.83						
Casa En Venta Monterrey Nuevo Leon Fracc ARBOREA Muy Cerca De Avenida Leones	Montenova, García	$ 2,820,000			True	True	No			True	True	True				True	4	True	True	200	3		True	True		True	14/11/22		True	2	True	True		True	True	210		True	True			
NUEVA en 2 o 3 niveles, con DOBLE ALTURA	Valle de Cumbres Premier, García	$ 5,636,855					No	True	True		True						3.5			180	3						01/04/23	2023		2	True					215			True			
Casa en Venta Dominio Cumbres	Centro Villa de Garcia (casco), García	$ 3,945,000															5			136	3									2						230						
Casa en venta en Los Parques Residencial	Centro Villa de Garcia (casco), García	$ 920,000															2			111	3							2010								114						
Casa en venta en García, portal de la sierra.	Valle San Felipe, García	$ 500,000					No										1			90	2									1						39						
CASA EN VENTA EN CUMBRES	Península, García	$ 5,727,000					No	True									5			153	3					True	15/12/20			2	True	True				307		True	True			
CASA ,DOMINIO CUMBRES SANTORAL 2	García	$ 4,800,000					No		True		True						3.5			152	4						15/10/22			2		True				225		True	True			
Casa en Venta Zona Cumbres, Nuevo Leon	Cumbres Elite Premier, García	$ 3,725,000					No										4			136	3						06/02/23	2		2						210						
CASA EN VENTA CUMBRES 3 PLANTAS A ESTRENAR PONIENTE	Porto Cumbres, García	$ 3,725,000					No	True	True								6			136	3					True	19/01/22			2	True					230.86		True	True	True		
Casa en Venta de 3 Niveles en Cumbres Britania, Nuevo León	Cumbres Britania, García	$ 2,998,000					No										4			119	3						03/04/23			2						196						
Casa en venta en Cumbres Santoral en García Nuevo León	Centro Villa de Garcia (casco), García	$ 3,689,000															3			152	3									3						239						
CASA EN VENTA EN LAS LOMAS SECTOR JARDINES	Las Lomas, García	$ 2,250,000					No		True					True		True	2.5			119	3						29/03/23			2						145		True	True			
Casa en venta en Mandara, Monterrey	Centro Villa de Garcia (casco), García	$ 2,000,000															2				3							2021		2						130						
Casa - García	Centro Villa de Garcia (casco), García	$ 2,870,000															3			112	3															184						
Casa en venta en La Montaña (Zona Dominio Cumbres en García Nuevo León)	Centro Villa de Garcia (casco), García	$ 3,879,000															3			152	3									3						260						
Casa en Venta Cumbres Elite Premier	Cumbres Elite Premier, García	$ 4,990,000					No	True									5			144	3						01/12/22			2		True				276			True	True		
Casa - García	Centro Villa de Garcia (casco), García	$ 5,670,000															4			153	3															307						
Casa en venta en La Montaña (Zona Dominio Cumbres en García Nuevo León)	Centro Villa de Garcia (casco), García	$ 3,579,000															3			152	3									3						242						
CASA EN VENTA EN CUMBRES ANDARA (DOMINIO CUMBRES)	Cumbres Andara, García	$ 2,255,000				True	No	True	True					True			3			105	3					True	25/04/23			2	True				True	133		True	True			
Casa - García	Centro Villa de Garcia (casco), García	$ 3,845,000															3			136	3															230						
Casa en venta Elite Premier Privada Vesubio	Cumbres Elite Premier, García	$ 5,350,000					No	True	True								5	True		149	3						01/02/22			2						298			True			
CASA EN VENTA CUMBRES ELITE PREMIER, PIRINEOS	Centro Villa de Garcia (casco), García	$ 5,450,000															3			144	3									2						250						
Casa - García	Centro Villa de Garcia (casco), García	$ 3,825,000															3			136	3															210						
CASA EN VENTA EN LAS LOMAS SEC BOSQUES	Las Lomas, García	$ 2,780,000				True	No	True	True		True			True	True	True	2.5			153	3	True								1					True	136			True			
Casa en venta en Cumbres Santoral en García Nuevo León	Centro Villa de Garcia (casco), García	$ 4,389,000															4			161	3									3						296						
CASA EN VENTA EN SANTORAL - GARCIA. NL.	Centro Villa de Garcia (casco), García	$ 3,850,000															3			152	3									2						218						
Casa en Venta en Lumina, Dominio Cumbres	García	$ 4,200,000				True	Yes	True	True					True	True	True	3	True		131	3					True	03/01/23			2	True				True	212		True	True			
Casa en Venta en Colonia La Montaña en Dominio Cumbres	Centro Villa de Garcia (casco), García	$ 4,900,000															3			171	3									2						260						
Casa en Venta Cumbres ELITE PREMIER EVEREST Monterrey	Cumbres Elite Premier, García	$ 8,587,000					No	True									5			167	3						18/07/22			2	True	True				372			True			
Excelente Casa en Venta en San Patricio	Cumbres San Patricio, García	$ 4,690,000				True	No							True			3.1			180	4		True							280						180		True	True	True		
Casa en venta Cumbres Elite Premier con alberca	Cumbres Elite Premier, García	$ 7,200,000					No		True								6			161	4						14/09/22			2	True	True				314			True	True		
Estrene Residencia en Santoral II	Santoral, García	$ 4,450,000					No		True		True						4.5			152	4		True	True	True					2		True				290			True			
Casa en Venta Elite Premier Privada Everest	Cumbres Elite Premier, García	$ 8,570,000					No	True	True								5	True		167	3						01/06/22			2	True	True				372	True		True	True	True	
Hermosa casa de 2 Niveles en Sector Privado Excelente ubicación	Mitras Poniente, García	$ 1,900,000					No		True					True	True	True	2.5			98	3						28/02/23			2						147			True	True		
Venta casas Santoral III varios diseños Totalmente Equipadas.	Santoral, García	$ 4,700,000				True	No	True	True		True						3	True		152	3	True	True	True	True	True				2		True				305		True	True	True	True	
Venta de casa en Cumbres Elite premier, García NL	Cumbres Elite Premier, García	$ 6,500,000		True	True		No		True		True						7	True		147	5	True			True	True	08/10/22			2		True				330		True	True	True	True	
CASA EN VENTA MITRAS PONIENTE, SEC  CEDRAL	Mitras Poniente Sector Cedral, García	$ 1,550,000															1			90	3							2014		2						90						
CASA EN VENTA EN LAS LOMAS SECTOR BOSQUES	Las Lomas Sector Bosques, García	$ 2,380,000															2			165	3							2011		2						131						
CASA EN VENTA PRIVADA SANTORIAL II ( RUBI )	Ciudad Cumbres, García	$ 3,189,000					No	True									3	True		152	3					True				3		True			True	233			True	True		
Casa en Venta en Porto Cumbres, frente a parque y con Paneles solares!	Porto Cumbres, García	$ 5,300,000		True		True	No	True	True			True		True	True	True	4	True		154	3				True	True	24/03/23			3	True	True	True		True	296		True	True	True	True	
Casa en venta en Cumbres Andara con terreno excedente	Cumbres Andara, García	$ 2,590,000			True	True	No	True	True					True	True	True	2	True		175	3	True			True	True	02/02/23			2	True				True	129		True				
Casa en Venta Dominio Cumbres	Centro Villa de Garcia (casco), García	$ 3,725,000															4			136	3									2						210						
CSA EN VENTA COL. CERRADA LUMINA	García	$ 5,200,000				True	No	True	True			True		True	True		5			131	3					True				2	True	True			True	263			True	True		
VENTA $1,750,000 MITRAS PONIENTE SECTOR PRIVADO EXCEDENTE	Mitras Poniente, García	$ 1,750,000				True	No	True	True					True	True	True	2			120	3		True	True			20/12/22			2					True	160						
CASA NUEVA EN VENTA EN CUMBRES BRITANIA - GARCIA, NL	Centro Villa de Garcia (casco), García	$ 2,890,000															2			131	3									2						194						
CASA NUEVA EN PREVENTA, MIRADOR RESIDENCIAL - DOMINIO CUMBRES, GARCIA N.L.	Centro Villa de Garcia (casco), García	$ 4,500,000															4			152	4									2						287						
CASA EN VENTA EN CUMBRES ALTTA	Centro Villa de Garcia (casco), García	$ 2,700,000															2			119	2							2021		2						154						
VENTA DE HERMOSA CASA CON ALBERCA PROPIA EN CUMBRES MONTENOVA, GARCÍA,NL	Montenova, García	$ 4,600,000		True		True	No		True		True			True		True	3.5			185	5				True	True	03/02/23			2	True	True	True		True	262		True	True			
CASA EN VENTA HÉROES DE CAPELLANIA, GARCIA, N. L.	Centro Villa de Garcia (casco), García	$ 1,000,000															2			90	3									1						165						
Venta de casa en Privada Santa Angela Cumbres San Patricio	Cumbres San Patricio, García	$ 4,690,000				True	No	True									4			180	3			True						3						280			True	True		
Casa en Venta en Dominio Cumbres, Cumbres La Montaña	Centro Villa de Garcia (casco), García	$ 4,450,000															4			152	3							2022		2						277						
CASAS NUEVAS EN VENTA PRIVADA PENINSULA LIVING PARK, CUMBRES	Península, García	$ 5,670,000															4			157	3									3						303						
CASA EN VENTA EN ZONA CUMBRES - GARCIA, NL	Centro Villa de Garcia (casco), García	$ 3,525,000															3			136	3									2						210						
CASA EN VENTA EN LOMAS PALMEIRA - GARCIA NL	Lomas de Garcia, García	$ 2,314,000															2				3									1						123						
CASA NUEVA EN PRE VENTA EN CUMBRES SANTORAL	Centro Villa de Garcia (casco), García	$ 4,450,000															4			170	4									3						309						
CASA COL. HEROES DE CAPELLANIA, GARCIA, N. L.	Centro Villa de Garcia (casco), García	$ 1,430,000															2				2																					
CASA EN VENTA EN ZONA CUMBRES, GARCIA, NL	Centro Villa de Garcia (casco), García	$ 3,845,000															4			136	3									2						231						
HERMOSA CASA EN VENTA EN PRIVALIA CUMBRES - GARCIA, NL.	Centro Villa de Garcia (casco), García	$ 3,100,000															3			120	3									2						189						
CASA EN VENTA DE 3 NIVELES EN CUMBRES ELITE PREMIER	Centro Villa de Garcia (casco), García	$ 4,500,000															4			144	3									2						255						
CASA EN VENTA EN CUMBRES SAN PATRICIO	Centro Villa de Garcia (casco), García	$ 4,300,000															2			135	3							2016		2						168						
CASA EN VENTA EN PRIVADA JARDINES, EN ESQUINA, COLONIA LAS LOMAS	Las Lomas Sector Jardines, García	$ 3,500,000				True	No	True						True		True	2			135	3		True						True	4		True	True			116		True	True		True	
Casa en Venta en Cumbres Santoral II	Centro Villa de Garcia (casco), García	$ 3,800,000															4			152	3							2020		2						216						
CASA VENTA CUMBRES ELITE PREMIER CUMBRES GARCIA N.L.	Centro Villa de Garcia (casco), García	$ 7,200,000															5			161	5									2						314						
CASA VENTA CUMBRES ELITE PREMIER	Centro Villa de Garcia (casco), García	$ 8,850,000																		298	3							2017		1						460						
CASA EN VENTA CUMBRES BRITANIA , GARCÍA N.L. (con terreno excedente)	Centro Villa de Garcia (casco), García	$ 2,925,000															2			131	3									2						194						
Casa en Venta en Mitras Poniente Sector Ensenada	Mitras Poniente Ensenada, García	$ 1,740,000															1			90	3									1						150						
Casa en Venta en Mision San Juan, Garcia N.L.	Misión San Juan, García	$ 790,000															1			90	3									2						67						
Casa en Venta Cumbres Elite Premier	Centro Villa de Garcia (casco), García	$ 4,440,000															4			150	4									2						280						
VR/ VENTA CASA EN MITRAS PONIENTE GARCÍA NUEVO LEÓN/ AS	Mitras Poniente, García	$ 529,294			True		No										1			85	3			True						1						85						
Casa en  Venta	Las Lomas Sector Bosques, García	$ 2,311,000															2			119	3															124						
Estrena Residencia en Cumbres Santoral, García, Nuevo León	Santoral, García	$ 4,300,000															4			161	4									2						275						
Casa sola en venta en Los Parques, García, Nuevo León	Centro Villa de Garcia (casco), García	$ 650,000															1			90	2							2011								55						
Casa en Venta zona Cumbres en Montaña Residencial Nuevo Leon	La Montaña, García	$ 3,780,000					No	True	True								5			153	3					True				2						232			True			
CASA NUEVA EN VENTA CUMBRES	Centro Villa de Garcia (casco), García	$ 2,130,000															2			112	3									2						159						
Casa en Venta en Parques Diamante, García N.L.	Centro Villa de Garcia (casco), García	$ 1,150,000															2			140	5									1						155						
Casas en Pre-Venta	Porto Cumbres, García	$ 3,811,698															2			152	3															223						
DEPARTAMENTO EN VENTA EN GARCÍA, PRIVADA VALLE DE LAS GRUTAS, FRENTE A PARQUE	Valle de las Grutas, García	$ 410,000			True		No	True	True								1			105	2						13/05/22			1						90						
Casa en Venta en Cumbres San Patricio	Cumbres San Patricio, García	$ 6,280,000					No							True			2			256	3						13/04/23			2	True					253						
Casa nueva en venta en valle de cumbres premier	Valle de Cumbres Premier, García	$ 6,700,000		True			No	True	True		True						3	True		216	3			True	True	True				3	True	True	True		True	279		True	True			
Casa - Cumbres Provenza	Centro Villa de Garcia (casco), García	$ 2,440,000															2			128	3															161						
Casa en Venta en Privada Arezzo Residencial, García, Nuevo León	Centro Villa de Garcia (casco), García	$ 2,300,000															2			155	3									2						105						
SE VENDE CASA EN VALLE DE LINCOLN EN GARCÍA, N.L.	Valle de Lincoln, García	$ 1,400,000															1			144	2															60						
CasasenVentaenSantoral	Centro Villa de Garcia (casco), García	$ 4,490,000															3			154	3															292						
Casa en Bosques de Catalán, Lomas sector Bosques. García Nvo. León Remate	Las Lomas Sector Bosques, García	$ 1,150,000					No										3			160	3			True	True					1						130						
PS VENTA DE CASA EN MITRAS PONIENTE FRACC PRIVADO	Mitras Poniente, García	$ 1,425,000															2			90	3							2016		2						90						
Casa en Venta en Dominio Cumbres, García	Centro Villa de Garcia (casco), García	$ 3,949,998															3			170	3							2022		2						250						
Casa - Fraccionamiento Murano	Murano, García	$ 2,400,000															2			126	3															120						
Casa Venta en Santoral Cumbres	Centro Villa de Garcia (casco), García	$ 4,949,999															4			227	3							2022		2						261						
Casa nueva en venta en valle de cumbres premier	Valle de Cumbres Premier, García	$ 5,736,000		True			No	True	True		True						3	True		180	3				True	True				2	True		True		True	216		True	True			
Casa - Fraccionamiento Cumbres Britania	Cumbres Britania, García	$ 3,100,000															3			120	3															200						
CASA EN VENTA CUMBRES ELITE PREMIER	García	$ 8,850,000					No										4			295	3							2017		2						460						
Casa en Venta en Terralta	Rinconada, García	$ 19,900,000					No			True						True	3.5			500	3			True	True		29/03/23			2						525						
Casa en Venta en Dominio Cumbres, García	Centro Villa de Garcia (casco), García	$ 2,874,999															2			119	3							2022		2						194						
Venta de Casa en Las Lomas Privada Santa Cruz García Nuevo León	Las Lomas, García	$ 3,050,000											6.5				2.5			133	4									2						162						
Casa nueva en venta en Cumbres Elite premiere Privada Vesubio	Cumbres Elite Premier, García	$ 5,100,000					No										5			149	3									2		True				291			True			
Casa en Venta en Dominio Cumbres, García	Centro Villa de Garcia (casco), García	$ 3,749,000															3			152	3							2022		2						250						
Casa en Venta en Dominio Cumbres, García	Centro Villa de Garcia (casco), García	$ 3,949,999															3			170	3							2022		2						250						
Casa - Cumbres Elite Premier	Centro Villa de Garcia (casco), García	$ 8,000,000															5			217	4															360						
Casa - Cumbres Elite Premier	Centro Villa de Garcia (casco), García	$ 6,200,000															4			150	3															380						
